timestamp,packets,bytes,throughput_mbps,packet_rate,active_devices,dropped_packets,retries,send_errors,burst_active,temp_sensors,meter_sensors,alarm_sensors,tracker_sensors
1775207005.5160666,808,71968,0.575744,808.0,808,0,28,0,0,409,234,0,165
1775207006.5160666,931,82528,0.660224,931.0,931,0,21,0,0,475,261,0,195
1775207007.5160666,925,83616,0.668928,925.0,925,0,20,0,0,442,280,0,203
1775207008.5160666,1067,95808,0.766464,1067.0,1067,0,20,0,0,511,304,0,252
1775207009.5160666,1174,105376,0.843008,1174.0,1174,0,28,0,0,558,329,0,287
1775207010.5160666,1182,107136,0.857088,1182.0,1182,0,35,0,0,557,359,0,266
1775207011.5160666,1270,112960,0.90368,1270.0,1270,0,27,0,0,633,353,0,284
1775207012.5160666,1374,121888,0.975104,1374.0,1374,0,17,0,0,705,392,0,277
1775207013.5160666,1450,125824,1.006592,1450.0,1450,0,31,0,0,801,383,0,266
1775207014.5160666,1545,133888,1.071104,1545.0,1545,0,26,0,0,864,413,0,268
1775207015.5160666,1640,141920,1.13536,1640.0,1640,0,28,0,0,931,446,0,263
1775207016.5160666,1666,143776,1.150208,1666.0,1666,0,23,0,0,946,441,0,279
1775207017.5160666,1737,150400,1.2032,1737.0,1737,0,34,0,0,993,482,0,262
1775207018.5160666,1808,154368,1.234944,1808.0,1808,0,32,0,0,1072,472,0,264
1775207019.5160666,1798,150304,1.202432,1798.0,1798,0,39,0,0,1123,426,0,249
1775207020.5160666,1844,156160,1.24928,1844.0,1844,0,32,0,0,1124,472,0,248
1775207021.5160666,1828,155360,1.24288,1828.0,1828,0,41,0,0,1103,474,0,251
1775207022.5160666,1851,157184,1.257472,1851.0,1851,0,36,0,0,1120,479,0,252
1775207023.5160666,1745,146560,1.17248,1745.0,1745,0,24,0,0,1074,419,0,252
1775207024.5160666,1759,149888,1.199104,1759.0,1759,0,42,0,0,1055,462,0,242
1775207025.5160666,1710,144480,1.15584,1710.0,1710,0,29,0,0,1025,410,0,275
1775207026.5160666,9093,495104,3.960832,9093.0,9093,0,177,0,1,941,384,7500,268
1775207027.5160666,3982,245856,1.966848,3982.0,3982,0,76,0,1,870,348,2494,270
1775207028.5160666,8971,488224,3.905792,8971.0,8971,0,168,0,1,792,386,7500,293
1775207029.5160666,3841,237408,1.899264,3841.0,3841,0,69,0,1,724,361,2494,262
1775207030.5160666,8758,470720,3.76576,8758.0,8758,0,161,0,1,666,352,7500,240
1775207031.5160666,3656,220288,1.762304,3656.0,3656,0,68,0,1,633,290,2494,239
1775207032.5160666,8549,453152,3.625216,8549.0,8549,0,177,0,1,532,296,7500,221
1775207033.5160666,3529,209792,1.678336,3529.0,3529,0,71,0,1,567,277,2494,191
1775207034.5160666,8435,442080,3.53664,8435.0,8435,0,169,0,1,498,258,7500,179
1775207035.5160666,3395,197856,1.582848,3395.0,3395,0,71,0,1,510,249,2494,142
1775207036.5160666,8366,433472,3.467776,8366.0,8366,0,171,0,1,520,218,7500,128
1775207037.5160666,3258,183040,1.46432,3258.0,3258,0,82,0,1,481,168,2494,115
1775207038.5160666,8311,424608,3.396864,8311.0,8311,0,154,0,1,568,154,7500,89
1775207039.5160666,3351,188000,1.504,3351.0,3351,0,91,0,1,609,172,2494,76
1775207040.5160666,8352,428032,3.424256,8352.0,8352,0,153,0,1,609,179,7500,64
1775207041.5160666,3360,187136,1.497088,3360.0,3360,0,70,0,1,638,147,2494,81
1775207042.5160666,8377,427328,3.418624,8377.0,8377,0,179,0,1,669,142,7500,66
1775207043.5160666,3467,192704,1.541632,3467.0,3467,0,52,0,1,772,134,2494,67
1775207044.5160666,1085,80832,0.646656,1085.0,1085,0,29,0,0,873,144,0,68
1775207045.5160666,1091,81792,0.654336,1091.0,1091,0,19,0,0,872,155,0,64
1775207046.5160666,1163,85888,0.687104,1163.0,1163,0,25,0,0,945,140,0,78
1775207047.5160666,8699,447104,3.576832,8699.0,8699,0,185,0,1,1010,135,7500,54
1775207048.5160666,3728,209152,1.673216,3728.0,3728,0,73,0,1,1038,125,2490,75
1775207049.5160666,8796,455232,3.641856,8796.0,8796,0,201,0,1,1069,157,7500,70
1775207050.5160666,3713,207904,1.663232,3713.0,3713,0,79,0,1,1026,119,2490,78
1775207051.5160666,8738,449312,3.594496,8738.0,8738,0,182,0,1,1050,127,7500,61
1775207052.5160666,3723,209664,1.677312,3723.0,3723,0,78,0,1,1024,142,2490,67
1775207053.5160666,8719,450144,3.601152,8719.0,8719,0,156,0,1,991,151,7500,77
1775207054.5160666,3694,208512,1.668096,3694.0,3694,0,74,0,1,975,144,2490,85
1775207055.5160666,8686,448256,3.586048,8686.0,8686,0,191,0,1,956,156,7500,74
1775207056.5160666,3635,204832,1.638656,3635.0,3635,0,77,0,1,925,156,2490,64
1775207057.5160666,8647,445344,3.562752,8647.0,8647,0,192,0,1,927,153,7500,67
1775207058.5160666,3595,203808,1.630464,3595.0,3595,0,67,0,1,861,180,2490,64
1775207059.5160666,8511,439072,3.512576,8511.0,8511,0,179,0,1,747,185,7500,79
1775207060.5160666,3459,196144,1.569152,3459.0,3459,1,78,0,1,710,196,2489,64
1775207061.5160666,8429,434144,3.473152,8429.0,8429,0,183,0,1,666,196,7500,67
1775207062.5160666,3427,196512,1.572096,3427.0,3427,0,56,0,1,637,232,2490,68
1775207063.5160666,880,73184,0.585472,880.0,880,0,21,0,0,586,233,0,61
1775207064.5160666,863,72448,0.579584,863.0,863,0,17,0,0,563,238,0,62
1775207065.5160666,836,70656,0.565248,836.0,836,0,20,0,0,532,232,0,72
1775207066.5160666,872,74688,0.597504,872.0,872,0,18,0,0,544,262,0,66
1775207067.5160666,913,78528,0.628224,913.0,913,0,18,0,0,567,282,0,64
1775207068.5160666,968,84096,0.672768,968.0,968,0,18,0,0,587,311,0,70
1775207069.5160666,971,83904,0.671232,971.0,971,0,22,0,0,592,301,0,78
1775207070.5160666,8521,448256,3.586048,8521.0,8521,0,173,0,1,633,328,7500,60
1775207071.5160666,3573,212688,1.701504,3573.0,3573,0,71,0,1,706,337,2469,61
1775207072.5160666,8616,455712,3.645696,8616.0,8616,0,192,0,1,700,343,7500,73
1775207073.5160666,3677,222800,1.7824,3677.0,3677,0,67,0,1,750,385,2469,73
1775207074.5160666,8728,463872,3.710976,8728.0,8728,0,168,0,1,803,365,7500,60
1775207075.5160666,3811,230064,1.840512,3811.0,3811,0,81,0,1,906,366,2469,70
1775207076.5160666,8823,470496,3.763968,8823.0,8823,0,211,0,1,893,377,7500,53
1775207077.5160666,3897,240752,1.926016,3897.0,3897,0,63,0,1,911,447,2469,70
1775207078.5160666,8977,483296,3.866368,8977.0,8977,0,179,0,1,995,417,7500,65
1775207079.5160666,3843,233840,1.87072,3843.0,3843,0,81,0,1,917,399,2469,58
1775207080.5160666,9000,485920,3.88736,9000.0,9000,0,172,0,1,993,428,7500,79
1775207081.5160666,3974,243184,1.945472,3974.0,3974,0,92,0,1,1034,415,2469,56
1775207082.5160666,9004,485440,3.88352,9004.0,9004,0,189,0,1,1015,423,7500,66
1775207083.5160666,3935,238480,1.90784,3935.0,3935,0,68,0,1,1024,375,2469,67
1775207084.5160666,8899,476800,3.8144,8899.0,8899,0,166,0,1,934,387,7500,78
1775207085.5160666,3889,236848,1.894784,3889.0,3889,0,85,0,1,953,391,2469,76
1775207086.5160666,8944,482688,3.861504,8944.0,8944,0,175,0,1,939,441,7500,64
1775207087.5160666,3719,223152,1.785216,3719.0,3719,0,71,0,1,840,360,2469,50
1775207088.5160666,8792,468768,3.750144,8792.0,8792,0,161,0,1,855,378,7500,59
1775207089.5160666,3692,220656,1.765248,3692.0,3692,0,64,0,1,821,344,2469,58
1775207090.5160666,1134,97120,0.77696,1134.0,1134,0,23,0,0,719,352,0,63
1775207091.5160666,1089,93984,0.751872,1089.0,1089,0,16,0,0,682,352,0,55
1775207092.5160666,1017,85664,0.685312,1017.0,1017,0,16,0,0,662,288,0,67
1775207093.5160666,967,81344,0.650752,967.0,967,0,27,0,0,633,274,0,60
1775207094.5160666,999,83008,0.664064,999.0,999,0,15,0,0,663,260,0,76
1775207095.5160666,900,76096,0.608768,900.0,900,0,18,0,0,573,251,0,76
1775207096.5160666,842,70240,0.56192,842.0,842,0,13,0,0,552,221,0,69
1775207097.5160666,949,79200,0.6336,949.0,949,0,20,0,0,625,253,0,71
1775207098.5160666,930,76736,0.613888,930.0,930,0,13,0,0,623,231,0,76
1775207099.5160666,899,73600,0.5888,899.0,899,0,19,0,0,613,216,0,70
1775207100.5160666,891,71520,0.57216,891.0,891,0,18,0,0,636,198,0,57
1775207101.5160666,926,73664,0.589312,926.0,926,0,17,0,0,664,188,0,74
1775207102.5160666,1014,79296,0.634368,1014.0,1014,0,17,0,0,748,184,0,82
1775207103.5160666,1009,78208,0.625664,1009.0,1009,0,17,0,0,754,171,0,84
1775207104.5160666,1000,76352,0.610816,1000.0,1000,0,17,0,0,770,156,0,74
1775207105.5160666,1060,80000,0.64,1060.0,1060,0,21,0,0,830,150,0,80
1775207106.5160666,1053,79072,0.632576,1053.0,1053,0,24,0,0,831,143,0,79
1775207107.5160666,1174,87104,0.696832,1174.0,1174,0,24,0,0,949,149,0,76
1775207108.5160666,1127,82208,0.657664,1127.0,1127,0,20,0,0,936,124,0,67
1775207109.5160666,8697,448928,3.591424,8697.0,8697,0,181,0,1,973,161,7500,63
1775207110.5160666,3794,212736,1.701888,3794.0,3794,0,75,0,1,953,143,2616,82
1775207111.5160666,8709,448800,3.5904,8709.0,8709,0,159,0,1,987,135,7500,87
1775207112.5160666,3775,212384,1.699072,3775.0,3775,0,67,0,1,916,152,2616,91
1775207113.5160666,8710,450848,3.606784,8710.0,8710,0,187,0,1,947,156,7500,107
1775207114.5160666,3860,217536,1.740288,3860.0,3860,0,81,0,1,1004,146,2616,94
1775207115.5160666,8638,445696,3.565568,8638.0,8638,0,202,0,1,878,142,7500,118
1775207116.5160666,3827,218080,1.74464,3827.0,3827,0,75,0,1,917,175,2616,119
1775207117.5160666,8655,449088,3.592704,8655.0,8655,0,149,0,1,855,174,7500,126
1775207118.5160666,3759,214784,1.718272,3759.0,3759,0,87,0,1,834,193,2616,116
1775207119.5160666,8626,449152,3.593216,8626.0,8626,0,171,0,1,792,200,7500,134
1775207120.5160666,3748,215744,1.725952,3748.0,3748,0,77,0,1,784,206,2616,142
1775207121.5160666,8556,445280,3.56224,8556.0,8556,0,171,0,1,699,196,7500,161
1775207122.5160666,3698,215840,1.72672,3698.0,3698,0,88,0,1,668,243,2616,171
1775207123.5160666,8614,451904,3.615232,8614.0,8614,0,167,0,1,717,247,7500,150
1775207124.5160666,3694,215936,1.727488,3694.0,3694,0,73,0,1,655,245,2616,178
1775207125.5160666,8600,451296,3.610368,8600.0,8600,0,186,0,1,678,231,7500,191
1775207126.5160666,3661,214208,1.713664,3661.0,3661,0,83,0,1,617,252,2616,176
1775207127.5160666,8529,448128,3.585024,8529.0,8529,0,153,0,1,590,257,7500,182
1775207128.5160666,3720,220576,1.764608,3720.0,3720,0,69,0,1,641,298,2616,165
1775207129.5160666,1151,101312,0.810496,1151.0,1151,0,27,0,0,618,331,0,202
1775207130.5160666,1115,96448,0.771584,1115.0,1115,0,28,0,0,632,301,0,182
1775207131.5160666,1210,104288,0.834304,1210.0,1210,0,21,0,0,685,314,0,211
1775207132.5160666,1199,102976,0.823808,1199.0,1199,0,22,0,0,695,316,0,188
1775207133.5160666,1298,112352,0.898816,1298.0,1298,0,24,0,0,742,359,0,197
1775207134.5160666,1323,114752,0.918016,1323.0,1323,0,32,0,0,747,364,0,212
1775207135.5160666,1424,121536,0.972288,1424.0,1424,0,35,0,0,837,363,0,224
1775207136.5160666,1511,130720,1.04576,1511.0,1511,0,34,0,0,858,410,0,243
1775207137.5160666,1560,133600,1.0688,1560.0,1560,1,32,0,0,903,398,0,259
1775207138.5160666,1522,127648,1.021184,1522.0,1522,0,28,0,0,924,347,0,251
1775207139.5160666,1573,134112,1.072896,1573.0,1573,0,41,0,0,930,402,0,241
1775207140.5160666,1534,130848,1.046784,1534.0,1534,0,22,0,0,908,395,0,231
1775207141.5160666,1619,135744,1.085952,1619.0,1619,0,42,0,0,989,374,0,256
1775207142.5160666,1599,136448,1.091584,1599.0,1599,0,36,0,0,937,404,0,258
1775207143.5160666,1514,128768,1.030144,1514.0,1514,0,29,0,0,889,371,0,254
1775207144.5160666,1492,125696,1.005568,1492.0,1492,0,36,0,0,900,352,0,240
1775207145.5160666,1522,129216,1.033728,1522.0,1522,0,32,0,0,911,383,0,228
1775207146.5160666,1445,122048,0.976384,1445.0,1445,0,30,0,0,875,354,0,216
1775207147.5160666,1475,125952,1.007616,1475.0,1475,0,39,0,0,866,377,0,232
1775207148.5160666,1414,118464,0.947712,1414.0,1414,0,32,0,0,880,340,0,194
1775207149.5160666,1400,120032,0.960256,1400.0,1400,0,27,0,0,822,373,0,205
1775207150.5160666,1263,107680,0.86144,1263.0,1263,0,24,0,0,742,318,0,203
1775207151.5160666,1384,116064,0.928512,1384.0,1384,0,25,0,0,850,325,0,209
1775207152.5160666,1178,100064,0.800512,1178.0,1178,0,22,0,0,689,282,0,207
1775207153.5160666,1225,104192,0.833536,1225.0,1225,0,25,0,0,724,305,0,196
1775207154.5160666,1142,96800,0.7744,1142.0,1142,0,24,0,0,679,278,0,185
1775207155.5160666,1055,89216,0.713728,1055.0,1055,0,25,0,0,636,259,0,160
1775207156.5160666,1055,87168,0.697344,1055.0,1055,0,26,0,0,676,235,0,144
1775207157.5160666,1078,90272,0.722176,1078.0,1078,0,23,0,0,670,257,0,151
1775207158.5160666,1033,84960,0.67968,1033.0,1033,0,15,0,0,662,218,0,153
1775207159.5160666,1035,84320,0.67456,1035.0,1035,0,23,0,0,682,212,0,141
1775207160.5160666,1017,84256,0.674048,1017.0,1017,0,29,0,0,652,234,0,131
1775207161.5160666,1037,83584,0.668672,1037.0,1037,0,25,0,0,706,207,0,124
1775207162.5160666,1050,83936,0.671488,1050.0,1050,0,25,0,0,733,206,0,111
1775207163.5160666,1029,80928,0.647424,1029.0,1029,0,22,0,0,741,183,0,105
1775207164.5160666,1023,79456,0.635648,1023.0,1023,0,21,0,0,755,169,0,99
1775207165.5160666,1064,83680,0.66944,1064.0,1064,0,19,0,0,767,190,0,107
1775207166.5160666,1090,83168,0.665344,1090.0,1090,0,24,0,0,835,164,0,91
1775207167.5160666,8516,437280,3.49824,8516.0,8516,0,185,0,1,785,152,7500,79
1775207168.5160666,3713,209968,1.679744,3713.0,3713,0,74,0,1,944,157,2527,85
1775207169.5160666,8691,449600,3.5968,8691.0,8691,0,187,0,1,943,170,7500,78
1775207170.5160666,3672,206736,1.653888,3672.0,3672,0,83,0,1,915,150,2527,80
1775207171.5160666,8642,444896,3.559168,8642.0,8642,0,179,0,1,921,148,7500,73
1775207172.5160666,3691,208272,1.666176,3691.0,3691,0,75,0,1,935,161,2527,68
1775207173.5160666,8668,450336,3.602688,8668.0,8668,0,191,0,1,891,210,7500,67
1775207174.5160666,3729,211824,1.694592,3729.0,3729,0,85,0,1,949,172,2527,81
1775207175.5160666,8609,442784,3.542272,8609.0,8609,0,174,0,1,889,149,7500,71
1775207176.5160666,3689,209968,1.679744,3689.0,3689,0,74,0,1,907,192,2527,63
1775207177.5160666,8630,445824,3.566592,8630.0,8630,0,199,0,1,886,178,7500,66
1775207178.5160666,3650,207344,1.658752,3650.0,3650,0,85,0,1,873,193,2527,57
1775207179.5160666,8629,447680,3.58144,8629.0,8629,0,178,0,1,856,209,7500,64
1775207180.5160666,3592,204880,1.63904,3592.0,3592,0,90,0,1,787,204,2527,74
1775207181.5160666,8599,447136,3.577088,8599.0,8599,0,154,0,1,799,225,7500,75
1775207182.5160666,3535,202352,1.618816,3535.0,3535,0,60,0,1,718,227,2527,63
1775207183.5160666,8525,442528,3.540224,8525.0,8525,0,160,0,1,727,231,7500,67
1775207184.5160666,1039,84608,0.676864,1039.0,1039,0,31,0,0,720,247,0,72
1775207185.5160666,1038,86176,0.689408,1038.0,1038,0,29,0,0,698,277,0,63
1775207186.5160666,1057,88256,0.706048,1057.0,1057,0,31,0,0,700,287,0,70
1775207187.5160666,975,80480,0.64384,975.0,975,0,21,0,0,661,251,0,63
1775207188.5160666,1025,85472,0.683776,1025.0,1025,0,17,0,0,678,274,0,73
1775207189.5160666,1022,84832,0.678656,1022.0,1022,0,24,0,0,689,274,0,59
1775207190.5160666,1067,89664,0.717312,1067.0,1067,0,18,0,0,703,304,0,60
1775207191.5160666,1062,90048,0.720384,1062.0,1062,0,18,0,0,680,308,0,74
1775207192.5160666,1133,96448,0.771584,1133.0,1133,0,27,0,0,722,337,0,74
1775207193.5160666,1092,91808,0.734464,1092.0,1092,0,25,0,0,712,305,0,75
1775207194.5160666,1186,101216,0.809728,1186.0,1186,0,18,0,0,755,360,0,71
1775207195.5160666,1189,100224,0.801792,1189.0,1189,0,27,0,0,779,344,0,66
1775207196.5160666,1217,100832,0.806656,1217.0,1217,0,32,0,0,828,328,0,61
1775207197.5160666,1270,106880,0.85504,1270.0,1270,0,31,0,0,847,377,0,46
1775207198.5160666,1287,109088,0.872704,1287.0,1287,0,36,0,0,837,385,0,65
1775207199.5160666,1367,113568,0.908544,1367.0,1367,0,30,0,0,917,365,0,85
1775207200.5160666,1276,105216,0.841728,1276.0,1276,0,37,0,0,878,338,0,60
1775207201.5160666,1333,110048,0.880384,1333.0,1333,0,20,0,0,912,352,0,69
1775207202.5160666,1348,112032,0.896256,1348.0,1348,0,31,0,0,912,369,0,67
1775207203.5160666,1374,115168,0.921344,1374.0,1374,0,28,0,0,915,392,0,67
1775207204.5160666,1302,109312,0.874496,1302.0,1302,0,27,0,0,862,372,0,68
1775207205.5160666,1357,114144,0.913152,1357.0,1357,0,28,0,0,897,393,0,67
1775207206.5160666,1354,112736,0.901888,1354.0,1354,0,24,0,0,915,376,0,63
